case,case_duration_minutes,loan_success,duration_bin,duration_order,LoanOutcome
Application_1280510760,2557.005783333333,1,0.0 – 10.1 days,0,Success
Application_12805384,44183.92945,1,25.2 – 31.9 days,3,Success
Application_1280565629,17899.521683333332,1,10.1 – 15.1 days,1,Success
Application_1280619678,41765.7802,1,25.2 – 31.9 days,3,Success
Application_128062281,41782.15646666666,1,25.2 – 31.9 days,3,Success
Application_1280729591,7327.98605,1,0.0 – 10.1 days,0,Success
Application_1280739052,47392.39011666667,0,31.9 – 286.1 days,4,Fail
Application_1280739667,18438.13463333333,1,10.1 – 15.1 days,1,Success
Application_128084187,34401.75286666667,1,15.1 – 25.2 days,2,Success
Application_1280841912,9936.451016666666,1,0.0 – 10.1 days,0,Success
Application_1280967656,44520.0278,0,25.2 – 31.9 days,3,Fail
Application_128097385,44145.26341666667,0,25.2 – 31.9 days,3,Fail
Application_1281027466,29982.7739,1,15.1 – 25.2 days,2,Success
Application_1281064164,14204.117666666669,1,0.0 – 10.1 days,0,Success
Application_1281070255,44012.95813333333,0,25.2 – 31.9 days,3,Fail
Application_1281091470,58835.98206666667,0,31.9 – 286.1 days,4,Fail
Application_1281100423,44564.4761,0,25.2 – 31.9 days,3,Fail
Application_1281121201,37356.03276666666,1,25.2 – 31.9 days,3,Success
Application_1281199569,32748.9015,1,15.1 – 25.2 days,2,Success
Application_1281203365,31683.09155,1,15.1 – 25.2 days,2,Success
Application_1281205543,52409.83921666667,0,31.9 – 286.1 days,4,Fail
Application_1281219916,86230.88423333333,1,31.9 – 286.1 days,4,Success
Application_1281227660,42869.914983333336,1,25.2 – 31.9 days,3,Success
Application_1281312480,45560.08691666667,0,25.2 – 31.9 days,3,Fail
Application_1281411150,19883.666083333334,1,10.1 – 15.1 days,1,Success
Application_1281642977,21668.588016666665,1,10.1 – 15.1 days,1,Success
Application_1281827491,23972.866116666664,1,15.1 – 25.2 days,2,Success
Application_12818310,15434.486816666667,1,10.1 – 15.1 days,1,Success
Application_1281881327,10007.937800000002,0,0.0 – 10.1 days,0,Fail
Application_1281884796,20284.81043333333,1,10.1 – 15.1 days,1,Success
Application_1282123742,24021.8125,1,15.1 – 25.2 days,2,Success
Application_1282162851,24700.29675,1,15.1 – 25.2 days,2,Success
Application_1282231634,45818.19245,0,25.2 – 31.9 days,3,Fail
Application_1282312320,12454.777966666668,1,0.0 – 10.1 days,0,Success
Application_1282326405,19401.545283333333,1,10.1 – 15.1 days,1,Success
Application_1282418399,44478.55685,0,25.2 – 31.9 days,3,Fail
Application_1282450727,13951.520916666666,1,0.0 – 10.1 days,0,Success
Application_1282499670,12793.39815,1,0.0 – 10.1 days,0,Success
Application_1282510170,38303.0613,1,25.2 – 31.9 days,3,Success
Application_128251318,84331.93708333332,0,31.9 – 286.1 days,4,Fail
Application_1282572796,15621.932333333332,1,10.1 – 15.1 days,1,Success
Application_128258840,15860.492016666663,1,10.1 – 15.1 days,1,Success
Application_1282746821,46780.72415,1,31.9 – 286.1 days,4,Success
Application_1282765506,18099.546583333333,1,10.1 – 15.1 days,1,Success
Application_1282768200,28263.76486666667,1,15.1 – 25.2 days,2,Success
Application_1282960214,46231.3361,0,31.9 – 286.1 days,4,Fail
Application_128301864,14541.638816666667,1,10.1 – 15.1 days,1,Success
Application_1283114291,3835.324333333333,0,0.0 – 10.1 days,0,Fail
Application_1283217943,4410.2689666666665,1,0.0 – 10.1 days,0,Success
Application_1283264254,243404.33048333327,0,31.9 – 286.1 days,4,Fail
Application_1283341810,48557.6808,0,31.9 – 286.1 days,4,Fail
Application_1283367042,20010.151433333333,1,10.1 – 15.1 days,1,Success
Application_1283463965,44372.82351666666,1,25.2 – 31.9 days,3,Success
Application_1283580419,44470.87245,0,25.2 – 31.9 days,3,Fail
Application_1283592554,11313.418633333333,1,0.0 – 10.1 days,0,Success
Application_128360215,33136.951916666665,1,15.1 – 25.2 days,2,Success
Application_1283651073,19668.52355,0,10.1 – 15.1 days,1,Fail
Application_1283751278,12921.255733333332,0,0.0 – 10.1 days,0,Fail
Application_1283783929,45943.44116666667,0,25.2 – 31.9 days,3,Fail
Application_1283807564,30033.2058,1,15.1 – 25.2 days,2,Success
Application_128388823,46805.14773333333,0,31.9 – 286.1 days,4,Fail
Application_1283927377,13015.6028,1,0.0 – 10.1 days,0,Success
Application_1284030876,24338.36941666667,1,15.1 – 25.2 days,2,Success
Application_1284111301,58885.75415,0,31.9 – 286.1 days,4,Fail
Application_1284173961,58262.08678333333,0,31.9 – 286.1 days,4,Fail
Application_1284230014,12923.702416666669,1,0.0 – 10.1 days,0,Success
Application_128432279,81536.14463333334,1,31.9 – 286.1 days,4,Success
Application_1284341104,43953.62096666666,0,25.2 – 31.9 days,3,Fail
Application_1284443099,47348.96226666667,0,31.9 – 286.1 days,4,Fail
Application_1284451071,61696.88773333333,0,31.9 – 286.1 days,4,Fail
Application_1284583733,34274.24566666667,0,15.1 – 25.2 days,2,Fail
Application_1284590362,30176.23295,0,15.1 – 25.2 days,2,Fail
Application_1284694223,11492.361016666666,1,0.0 – 10.1 days,0,Success
Application_1284720760,48547.03086666667,0,31.9 – 286.1 days,4,Fail
Application_1284796330,43890.37018333333,0,25.2 – 31.9 days,3,Fail
Application_1284871199,20374.69456666667,0,10.1 – 15.1 days,1,Fail
Application_1285009477,92010.62953333333,0,31.9 – 286.1 days,4,Fail
Application_1285022138,54613.91065,0,31.9 – 286.1 days,4,Fail
Application_1285076752,31558.455166666667,1,15.1 – 25.2 days,2,Success
Application_1285125915,40361.69318333334,1,25.2 – 31.9 days,3,Success
Application_1285137885,10202.820866666669,1,0.0 – 10.1 days,0,Success
Application_1285192268,13457.3506,1,0.0 – 10.1 days,0,Success
Application_128519535,45912.9278,0,25.2 – 31.9 days,3,Fail
Application_1285223161,21692.99623333333,1,10.1 – 15.1 days,1,Success
Application_1285245868,31028.076466666666,1,15.1 – 25.2 days,2,Success
Application_128524933,15249.698783333331,1,10.1 – 15.1 days,1,Success
Application_1285335794,31259.09775,1,15.1 – 25.2 days,2,Success
Application_1285342453,47112.701,0,31.9 – 286.1 days,4,Fail
Application_1285347797,40554.9277,1,25.2 – 31.9 days,3,Success
Application_1285560080,46754.99701666667,0,31.9 – 286.1 days,4,Fail
Application_1285607081,23894.086616666664,1,15.1 – 25.2 days,2,Success
Application_1285608570,24006.19585,1,15.1 – 25.2 days,2,Success
Application_1285655984,68289.2806,0,31.9 – 286.1 days,4,Fail
Application_1285706300,54207.47788333333,0,31.9 – 286.1 days,4,Fail
Application_1285779246,23283.96958333333,1,15.1 – 25.2 days,2,Success
Application_1285782559,37343.601200000005,1,25.2 – 31.9 days,3,Success
Application_1285892508,44084.74171666666,0,25.2 – 31.9 days,3,Fail
Application_1285941099,12828.9094,1,0.0 – 10.1 days,0,Success
Application_1286044283,43919.11686666667,0,25.2 – 31.9 days,3,Fail
Application_1286083897,34500.48606666667,1,15.1 – 25.2 days,2,Success
Application_1286113933,47506.271016666666,0,31.9 – 286.1 days,4,Fail
Application_1286125502,29564.421966666665,1,15.1 – 25.2 days,2,Success
Application_1286145922,12906.162833333334,1,0.0 – 10.1 days,0,Success
Application_1286165737,39462.596033333335,1,25.2 – 31.9 days,3,Success
Application_128623883,65946.54805,1,31.9 – 286.1 days,4,Success
Application_1286403075,44424.46576666667,0,25.2 – 31.9 days,3,Fail
Application_128641394,8253.013366666668,1,0.0 – 10.1 days,0,Success
Application_1286451240,34809.397933333334,0,15.1 – 25.2 days,2,Fail
Application_1286651294,18803.46515,1,10.1 – 15.1 days,1,Success
Application_128674946,24360.026533333334,1,15.1 – 25.2 days,2,Success
Application_128676343,50071.36065,0,31.9 – 286.1 days,4,Fail
Application_1286860918,22982.14676666667,0,15.1 – 25.2 days,2,Fail
Application_1286876788,44148.061433333336,0,25.2 – 31.9 days,3,Fail
Application_1286966167,48351.93331666666,0,31.9 – 286.1 days,4,Fail
Application_1286997267,12635.439666666667,1,0.0 – 10.1 days,0,Success
Application_1287027075,17045.385433333333,1,10.1 – 15.1 days,1,Success
Application_128706287,48196.828766666666,0,31.9 – 286.1 days,4,Fail
Application_1287138370,56327.15755,1,31.9 – 286.1 days,4,Success
Application_128716904,44330.474916666666,0,25.2 – 31.9 days,3,Fail
Application_1287195311,45551.57295,0,25.2 – 31.9 days,3,Fail
Application_1287309755,91399.69495,0,31.9 – 286.1 days,4,Fail
Application_1287496139,2258.0458166666667,0,0.0 – 10.1 days,0,Fail
Application_1287497278,25310.42538333333,1,15.1 – 25.2 days,2,Success
Application_1287576684,8252.565533333332,0,0.0 – 10.1 days,0,Fail
Application_1287599754,10917.940083333331,1,0.0 – 10.1 days,0,Success
Application_1287686643,18209.7891,0,10.1 – 15.1 days,1,Fail
Application_1287894195,30107.45145,1,15.1 – 25.2 days,2,Success
Application_1287947132,46638.872116666666,0,31.9 – 286.1 days,4,Fail
Application_1287950240,48312.30456666667,0,31.9 – 286.1 days,4,Fail
Application_1287980730,45564.064633333335,0,25.2 – 31.9 days,3,Fail
Application_1288073304,54625.70148333334,0,31.9 – 286.1 days,4,Fail
Application_1288084480,18410.87308333333,1,10.1 – 15.1 days,1,Success
Application_1288118876,29246.06636666667,1,15.1 – 25.2 days,2,Success
Application_1288190078,12594.870966666667,1,0.0 – 10.1 days,0,Success
Application_1288416901,17000.635833333334,0,10.1 – 15.1 days,1,Fail
Application_1288444538,19481.041,1,10.1 – 15.1 days,1,Success
Application_1288476240,48091.65553333333,0,31.9 – 286.1 days,4,Fail
Application_1288525689,10088.1174,1,0.0 – 10.1 days,0,Success
Application_1288559505,20336.266216666667,1,10.1 – 15.1 days,1,Success
Application_1288647467,39788.17595,1,25.2 – 31.9 days,3,Success
Application_1288650428,23995.17248333333,1,15.1 – 25.2 days,2,Success
Application_1288691478,26756.7948,1,15.1 – 25.2 days,2,Success
Application_1288719664,7304.762733333334,1,0.0 – 10.1 days,0,Success
Application_1288727835,48903.17745,0,31.9 – 286.1 days,4,Fail
Application_1288742895,27425.346166666663,1,15.1 – 25.2 days,2,Success
Application_1288870281,55453.34345,0,31.9 – 286.1 days,4,Fail
Application_128888129,22857.855316666664,1,15.1 – 25.2 days,2,Success
Application_1288897088,66030.15738333334,0,31.9 – 286.1 days,4,Fail
Application_1288901902,44348.91941666666,1,25.2 – 31.9 days,3,Success
Application_1288948191,14626.710666666668,1,10.1 – 15.1 days,1,Success
Application_128895870,44197.67871666667,0,25.2 – 31.9 days,3,Fail
Application_1289012778,13249.133183333332,1,0.0 – 10.1 days,0,Success
Application_1289016463,61406.47745,0,31.9 – 286.1 days,4,Fail
Application_1289025433,11187.77795,1,0.0 – 10.1 days,0,Success
Application_1289078901,14068.66865,1,0.0 – 10.1 days,0,Success
Application_1289120302,51718.3655,0,31.9 – 286.1 days,4,Fail
Application_1289132611,36918.72305,1,25.2 – 31.9 days,3,Success
Application_1289156296,30062.1061,1,15.1 – 25.2 days,2,Success
Application_1289247242,44497.92768333333,0,25.2 – 31.9 days,3,Fail
Application_1289259959,69843.32566666667,1,31.9 – 286.1 days,4,Success
Application_1289320651,37012.7693,1,25.2 – 31.9 days,3,Success
Application_128936338,19811.13723333333,1,10.1 – 15.1 days,1,Success
Application_1289751033,18539.09803333333,0,10.1 – 15.1 days,1,Fail
Application_1289787823,60022.26001666666,1,31.9 – 286.1 days,4,Success
Application_1289903575,46154.85641666666,0,31.9 – 286.1 days,4,Fail
Application_1290027081,45819.759933333335,0,25.2 – 31.9 days,3,Fail
Application_129006948,19941.03898333333,1,10.1 – 15.1 days,1,Success
Application_1290104721,38469.19505,0,25.2 – 31.9 days,3,Fail
Application_1290126676,11785.568783333332,1,0.0 – 10.1 days,0,Success
Application_1290192129,8635.329916666666,0,0.0 – 10.1 days,0,Fail
Application_129022590,44573.182616666665,0,25.2 – 31.9 days,3,Fail
Application_1290239114,13005.260866666667,1,0.0 – 10.1 days,0,Success
Application_1290264566,17104.14706666667,0,10.1 – 15.1 days,1,Fail
Application_1290281898,61716.15985,0,31.9 – 286.1 days,4,Fail
Application_1290311945,42818.2519,1,25.2 – 31.9 days,3,Success
Application_1290314755,12855.717016666666,1,0.0 – 10.1 days,0,Success
Application_1290334354,44475.30245,0,25.2 – 31.9 days,3,Fail
Application_1290395170,11.903883333333331,0,0.0 – 10.1 days,0,Fail
Application_1290488002,28710.68395,1,15.1 – 25.2 days,2,Success
Application_1290492777,19405.695166666665,1,10.1 – 15.1 days,1,Success
Application_1290717132,14562.720033333337,0,10.1 – 15.1 days,1,Fail
Application_1290717436,28385.310233333334,1,15.1 – 25.2 days,2,Success
Application_1290822221,16464.66435,0,10.1 – 15.1 days,1,Fail
Application_1290919139,26891.059166666662,1,15.1 – 25.2 days,2,Success
Application_1290940341,27170.483466666665,1,15.1 – 25.2 days,2,Success
Application_1291015385,20175.146066666664,1,10.1 – 15.1 days,1,Success
Application_1291035764,80209.01768333332,0,31.9 – 286.1 days,4,Fail
Application_1291035946,30069.13206666667,1,15.1 – 25.2 days,2,Success
Application_1291048951,21222.72923333333,1,10.1 – 15.1 days,1,Success
Application_1291158706,48418.73673333333,1,31.9 – 286.1 days,4,Success
Application_1291275220,9648.824816666664,0,0.0 – 10.1 days,0,Fail
Application_1291280868,48079.6701,0,31.9 – 286.1 days,4,Fail
Application_1291286264,44002.24803333334,0,25.2 – 31.9 days,3,Fail
Application_1291364792,7477.957216666667,0,0.0 – 10.1 days,0,Fail
Application_1291409300,40334.84348333334,1,25.2 – 31.9 days,3,Success
Application_1291416564,21361.713916666668,1,10.1 – 15.1 days,1,Success
Application_1291464093,30002.693316666664,1,15.1 – 25.2 days,2,Success
Application_1291531586,16143.509866666664,1,10.1 – 15.1 days,1,Success
Application_1291779828,61861.29431666667,0,31.9 – 286.1 days,4,Fail
Application_1291812084,20239.014016666668,1,10.1 – 15.1 days,1,Success
Application_1291843877,35337.0148,1,15.1 – 25.2 days,2,Success
Application_1291870846,45465.81546666667,0,25.2 – 31.9 days,3,Fail
Application_1291876657,44563.59355,1,25.2 – 31.9 days,3,Success
Application_1291877105,44630.43633333334,0,25.2 – 31.9 days,3,Fail
Application_1291896185,50034.22283333333,1,31.9 – 286.1 days,4,Success
Application_1291947335,19691.3603,0,10.1 – 15.1 days,1,Fail
Application_1291971664,23062.64428333333,0,15.1 – 25.2 days,2,Fail
Application_1291983329,35495.275466666666,1,15.1 – 25.2 days,2,Success
Application_1291996724,38529.10528333333,1,25.2 – 31.9 days,3,Success
Application_1292006843,65764.38575,0,31.9 – 286.1 days,4,Fail
Application_1292033349,17041.318433333334,1,10.1 – 15.1 days,1,Success
Application_1292102059,30500.242566666668,0,15.1 – 25.2 days,2,Fail
Application_1292127349,18114.574166666665,1,10.1 – 15.1 days,1,Success
Application_1292171120,19728.545866666667,1,10.1 – 15.1 days,1,Success
Application_1292199013,24021.104416666665,0,15.1 – 25.2 days,2,Fail
Application_1292203372,17777.341433333335,0,10.1 – 15.1 days,1,Fail
Application_1292292431,14819.032566666669,1,10.1 – 15.1 days,1,Success
Application_1292292855,19690.85915,1,10.1 – 15.1 days,1,Success
Application_1292397670,27390.626466666665,1,15.1 – 25.2 days,2,Success
Application_1292526572,22617.62943333333,1,15.1 – 25.2 days,2,Success
Application_1292574553,36353.50408333333,1,25.2 – 31.9 days,3,Success
Application_1292607248,29221.9863,1,15.1 – 25.2 days,2,Success
Application_1292717690,45825.90273333333,0,25.2 – 31.9 days,3,Fail
Application_1292771933,85851.97213333333,0,31.9 – 286.1 days,4,Fail
Application_1292813551,48381.51218333333,0,31.9 – 286.1 days,4,Fail
Application_12929420,25943.85601666667,1,15.1 – 25.2 days,2,Success
Application_1292956867,45999.57043333333,0,25.2 – 31.9 days,3,Fail
Application_1292983087,103407.23398333332,0,31.9 – 286.1 days,4,Fail
Application_1293008903,45614.9445,0,25.2 – 31.9 days,3,Fail
Application_1293016027,35699.28911666667,0,15.1 – 25.2 days,2,Fail
Application_1293027432,2364.1676166666666,0,0.0 – 10.1 days,0,Fail
Application_1293120092,18379.578166666663,0,10.1 – 15.1 days,1,Fail
Application_1293442260,10244.855016666666,0,0.0 – 10.1 days,0,Fail
Application_1293507681,34429.82848333333,1,15.1 – 25.2 days,2,Success
Application_1293527478,54998.49694999999,1,31.9 – 286.1 days,4,Success
Application_1293544696,21533.76643333333,1,10.1 – 15.1 days,1,Success
Application_1293565393,28655.3533,1,15.1 – 25.2 days,2,Success
Application_1293585315,46647.69063333333,0,31.9 – 286.1 days,4,Fail
Application_1293690360,16804.844116666667,0,10.1 – 15.1 days,1,Fail
Application_1293777787,26938.9097,1,15.1 – 25.2 days,2,Success
Application_1293844870,22526.89255,1,15.1 – 25.2 days,2,Success
Application_129387718,46545.55343333333,0,31.9 – 286.1 days,4,Fail
Application_1293944388,11357.278816666669,0,0.0 – 10.1 days,0,Fail
Application_1293962191,49239.82331666667,0,31.9 – 286.1 days,4,Fail
Application_1294212373,19592.20106666667,1,10.1 – 15.1 days,1,Success
Application_1294454867,51735.14115,1,31.9 – 286.1 days,4,Success
Application_129452254,45891.066,0,25.2 – 31.9 days,3,Fail
Application_1294530310,28392.22045,1,15.1 – 25.2 days,2,Success
Application_1294550702,32867.55378333333,1,15.1 – 25.2 days,2,Success
Application_1294558199,47020.97188333333,0,31.9 – 286.1 days,4,Fail
Application_1294577318,21628.3964,0,10.1 – 15.1 days,1,Fail
Application_1294597796,47125.7348,0,31.9 – 286.1 days,4,Fail
Application_1294741511,11182.979033333331,1,0.0 – 10.1 days,0,Success
